SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHIEND,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA,ABHIJIT,DUR MUHURATHAM,AMRIT KALAM,FESTIVALS,EMPTY,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,,,
"Chaitra, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",04/13/2019,04/14/2019,6:27 AM,6:52 PM,Moonrise - 12:52 PM,"Moonset - 02:22 AM, Apr 14Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Ashtami ,11:41 AM,None,None,Nakshatra - Punarvasu ,8:59 AM,None,None,Yoga - Sukarman ,10:55 AM,None,None,Karana - Bava ,11:41 AM,Karana - Balava ,10:41 PM,None,None,Sunsign - Meena,Moonsign - Karka,Rahu Kalam - 09:33 AM to 11:06 AM,Gulikai Kalam - 06:27 AM to 08:00 AM,Yamaganda - 02:12 PM to 03:45 PM,Abhijit - 12:14 PM to 01:04 PM,Dur Muhurtam - 06:27 AM to 07:16 AM,Dur Muhurtam - 07:16 AM to 08:06 AM,Amrit Kalam - 06:41 AM to 08:13 AM,"Amrit Kalam - 01:38 AM, Apr 14 to 03:08 AM, Apr 14Varjyam - 04:33 PM to 06:04 PM",Day Festivals and Events - Masik DurgashtamiRama Navami *Smarta goo.gl/qMg6ZATara Jayanti,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),d298bfaec722fa57bcd6d80d6272b1c5@ical.drikpanchang.com,
"Chaitra, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",04/14/2019,04/15/2019,6:26 AM,6:52 PM,Moonrise - 01:53 PM,"Moonset - 03:14 AM, Apr 15Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Navami ,9:36 AM,None,None,Nakshatra - Pushya ,7:41 AM,Nakshatra - Ashlesha ,6:00 AM,Yoga - Dhriti ,8:07 AM,Yoga - Shula ,5:01 AM,Karana - Kaulava ,9:36 AM,Karana - Taitila upto0,8:24 PM,None,None,Sunsign - Meena upto 02:25 PM,"Moonsign - Karka upto 06:00 AM,Apr 15",Rahu Kalam - 05:19 PM to 06:52 PM,Gulikai Kalam - 03:45 PM to 05:19 PM,Yamaganda - 12:39 PM to 02:12 PM,Abhijit - 12:14 PM to 01:04 PM,Dur Muhurtam - 05:12 PM to 06:02 PM,"Amrit Kalam - 04:31 AM, Apr 15 to 06:00 AM, Apr 15Varjyam - 07:35 PM to 09:04 PM",Day Festivals and Events - Rama Navami *ISKCON goo.gl/qMg6ZASwaminarayan JayantiSolar New Year goo.gl/n8LhkRMesha Sankranti goo.gl/CNrK6BBaisakhi goo.gl/t6f63jPuthandu,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),6a041ac7215d36a6d790d1e2d747b793@ical.drikpanchang.com,,,
"Chaitra, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",04/15/2019,04/16/2019,6:25 AM,6:52 PM,Moonrise - 02:56 PM,"Moonset - 04:02 AM, Apr 16Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Somawara,Paksha - Shukla Paksha,Tithi - Dashami ,7:08 AM,Tithi - Ekadashi ,4:23 AM,Nakshatra - Magha ,4:02 AM,None,None,Yoga - Ganda ,1:40 AM,None,None,Karana - Garaja ,7:08 AM,Karana - Vanija ,5:47 PM,Karana - Vishti,4:23 AM,Sunsign - Mesha,Moonsign - Simha,Rahu Kalam - 07:59 AM to 09:32 AM,Gulikai Kalam - 02:12 PM to 03:45 PM,Yamaganda - 11:05 AM to 12:39 PM,Abhijit - 12:14 PM to 01:04 PM,Dur Muhurtam - 01:04 PMto 01:53 PM,Dur Muhurtam - 03:33 PM to 04:23 PM,"Amrit Kalam - 01:50 AM, Apr 16 to 03:18 AM, Apr 16Varjyam - 05:01 PM to 06:29 PM",Day Festivals and Events - Kamada Ekadashi goo.gl/K8JqgdPohela BoishakhaVishu Kani,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),c543e49dad3846fa9a0f19d77ac97823@ical.drikpanchang.com,,
"Chaitra, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",04/16/2019,04/17/2019,6:24 AM,6:52 PM,Moonrise - 03:58 PM,"Moonset - 04:49 AM, Apr 17Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Dwadashi ,1:26 AM,None,None,Nakshatra - Purva Phalguni ,1:51 AM,None,None,Yoga - Vriddhi ,10:09 PM,None,None,Karana - Bava ,2:55 PM,Karana - Balava ,1:26 AM,None,None,Sunsign - Mesha,Moonsign - Simha,Rahu Kalam - 03:45 PM to 05:19 PM,Gulikai Kalam - 12:38 PM to 02:12 PM,Yamaganda - 09:31 AM to 11:05 AM,Abhijit - 12:14 PM to 01:03 PM,Dur Muhurtam - 08:54 AM to 09:44 AM,"Dur Muhurtam - 11:29 PM to 12:15 AM, Apr 17",Amrit Kalam - 08:02 PM to 09:29 PMVarjyam - 11:18 AM to 12:46 PM,Day Festivals and Events - Gauna Kamada Ekadashi goo.gl/K8JqgdVaishnava Kamada Ekadashi goo.gl/K8JqgdKamada Ekadashi Parana goo.gl/K8JqgdVamana Dwadashi,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),dba2fc09e7a483325423bd501e7c944f@ical.drikpanchang.com,,
"Chaitra, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",04/17/2019,04/18/2019,6:24 AM,6:53 PM,Moonrise - 04:59 PM,"Moonset - 05:33 AM, Apr 18Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Trayodashi ,10:24 PM,None,None,Nakshatra - Uttara Phalguni ,11:36 PM,None,None,Yoga - Dhruva ,6:33 PM,None,None,Karana - Kaulava ,11:55 AM,Karana - Taitila ,10:24 PM,None,None,Sunsign - Mesha,"Moonsign - Simha upto 07:18 AM""",Rahu Kalam - 12:38 PM to 02:12 PM,Gulikai Kalam - 11:05 AM to 12:38 PM,Yamaganda - 07:57 AM to 09:31 AM,Abhijit - None,Dur Muhurtam - 12:13 PM to 01:03 PM,Amrit Kalam - 05:05 PM to 06:32 PMVarjyam - 08:23 AM to 09:50 AM,Day Festivals and Events - Pradosh VratMahavir Swami Jayanti,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),57c5e939c5954b9d3f769afd631438c3@ical.drikpanchang.com,,,,
"Chaitra, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",04/18/2019,04/19/2019,6:23 AM,6:53 PM,Moonrise - 05:59 PM,"Moonset - 06:17 AM, Apr 19Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Guruwara,Paksha - Shukla Paksha,Tithi - Chaturdashi ,7:26 PM,None,None,Nakshatra - Hasta ,9:26 PM,None,None,Yoga - Vyaghata ,2:58 PM,None,None,Karana - Garaja ,8:54 AM,Karana - Vanija ,7:26 PM,Karana - Vishti ,6:02 AM,Sunsign - Mesha,Moonsign -Kanya,Rahu Kalam - 02:12 PM to 03:45 PM,Gulikai Kalam - 09:30 AM to 11:04 AM,Yamaganda - 06:23 AM to 07:57 AM,Abhijit - 12:13 PM to 01:03 PM,Dur Muhurtam - 10:33 AM to 11:23 AM,Dur Muhurtam - 03:33 PM to 04:23 PM,"Amrit Kalam - 03:59 PM to 05:26 PMVarjyam - 07:15 AM to 08:42 AMVarjyam- 04:47 AM, Apr 19 to 06:16 AM, Apr 19",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),6c8a07ed2a23b412bb70137c7474f7fc@ical.drikpanchang.com,,,
"Chaitra, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",04/19/2019,04/20/2019,6:22 AM,6:53 PM,Moonrise - 06:59 PM,Moonset - No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Chaitra,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Purnima ,4:42 PM,None,None,Nakshatra - Chitra ,7:30 PM,None,None,Yoga - Harshana upto1,1:34 AM,None,None,Karana - Bava ,4:42 PM,Karana - Balava ,3:28 AM,None,None,Sunsign - Mesha,Moonsign - Kanya upto 08:26 AM,Rahu Kalam - 11:04 AM to 12:38 PM,Gulikai Kalam - 07:56 AM to 09:30 AM,Yamaganda - 03:46 PMto 05:19 PM,Abhijit - 12:13 PM to 01:03 PM,Dur Muhurtam - 08:52 AM to 09:43 AM,Dur Muhurtam - 01:03 PM to 01:53 PM,"Amrit Kalam - 01:37 PM to 03:05 PMVarjyam - 12:45 AM, Apr 20 to 02:15 AM, Apr 20",Day Festivals and Events - Hanuman Jayanti goo.gl/Yvp5HLChaitra Navapada Oli EndsChaitra PurnimaChaitra Purnima VratChitra Pournami,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),ad6a521ed0bfa39b957e1ff9cd20291e@ical.drikpanchang.com,,
"Chaitra, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",04/20/2019,04/21/2019,6:22 AM,6:54 PM,Moonrise - 07:59 PM,Moonset - 07:01 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Pratipada ,2:21 PM,None,None,Nakshatra - Swati ,5:59 PM,None,None,Yoga - Vajra ,8:26 AM,Yoga - Siddhi ,5:44 AM,Karana - Kaulava ,02:21PM,Karana - Taitila ,1:22 AM,None,None,Sunsign - Mesha,Moonsign - Tula,Rahu Kalam - 09:30 AM to 11:04 AM,Gulikai Kalam - 06:22 AM to 07:56AM,Yamaganda - 02:12 PM to 03:46 PM,Abhijit - 12:12 PM to 01:03 PM,Dur Muhurtam - 06:22 AM to 07:12 AM,Dur Muhurtam - 07:12 AM to 08:02 AM,"Amrit Kalam - 09:44 AM to 11:14 AMVarjyam - 11:22 PM to 12:54 AM, Apr 21",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),857244c9f606878c6ee7b2974e5495fd@ical.drikpanchang.com,,,
"Chaitra, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",04/21/2019,04/22/2019,6:21 AM,6:54 PM,Moonrise - 08:57 PM,Moonset - 07:47 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Dwitiya ,12:32 PM,None,None,Nakshatra - Vishakha ,5:02 PM,None,None,Yoga - Vyatipata ,3:33 AM,None,None,Karana - Garaja ,12:32 PM,Karana - Vanija ,11:53 PM,None,None,Sunsign - Mesha,"Moonsign - Tula upto 11:12 AM""",Rahu Kalam - 05:20 PM to 06:54 PM,Gulikai Kalam - 03:46 PM to 05:20 PM,Yamaganda - 12:37PM to 02:11 PM,Abhijit - 12:12 PM to 01:02 PM,Dur Muhurtam - 05:13 PM to 06:04 PM,Amrit Kalam - 08:35 AM to 10:07 AMVarjyam - 08:59 PM to 10:34 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),06ac1220bc0356dfeb3ff81b973f73dd@ical.drikpanchang.com,,,,,
"Chaitra, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",04/22/2019,04/23/2019,6:20 AM,6:54 PM,Moonrise - 09:55 PM,Moonset - 08:33 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Tritiya ,11:25 AM,None,None,Nakshatra - Anuradha ,4:46 PM,None,None,Yoga - Varigha upto,1:57 AM,None,None,Karana - Vishti ,11:25 AM,Karana - Bava ,11:08 PM,None,None,Sunsign - Mesha,Moonsign - Vrishchika,Rahu Kalam - 07:54 AM to 09:29 AM,Gulikai Kalam - 02:11 PM to 03:46 PM,Yamaganda - 11:03 AM to 12:37PM,Abhijit - 12:12 PM to 01:02 PM,Dur Muhurtam - 01:02 PM to 01:53 PM,Dur Muhurtam - 03:33 PM to 04:23 PM,"Amrit Kalam - 06:29 AM to 08:04 AMVarjyam - 10:29 PM to 12:07 AM, Apr 23",Day Festivals and Events - Vikata Sankashti Chaturthi goo.gl/WynuXr,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),8a75bcc01881093329fad05eed9a3881@ical.drikpanchang.com,,
"Chaitra, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",04/23/2019,04/24/2019,6:19 AM,6:54 PM,Moonrise - 10:51 PM,Moonset - 09:22 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Chaturthi ,11:04 AM,None,None,Nakshatra - Jyeshtha ,5:17 PM,None,None,Yoga - Parigha,1:00 AM,None,None,Karana - Balava ,11:04 AM,Karana - Kaulava ,11:12 PM,None,None,Sunsign - Mesha,Moonsign - Vrishchika upto 05:17 PM,Rahu Kalam - 03:46 PM to 05:20 PM,Gulikai Kalam - 12:37 PM to 02:11 PM,Yamaganda - 09:28 AM to 11:03 AM,Abhijit - 12:12 PM to 01:02 PM,Dur Muhurtam - 08:50 AM to 09:41 AM,"Dur Muhurtam - 11:28 PM to 12:14 AM, Apr 24","Amrit Kalam - 08:18 AM to 09:56 AMVarjyam - 01:44 AM, Apr 24 to 03:25 AM, Apr 24",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),2a7c2a59a25e95ae52d52d1e38de3f9c@ical.drikpanchang.com,,,
"Chaitra, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",04/24/2019,04/25/2019,6:19 AM,6:55 PM,Moonrise - 11:45 PM,Moonset - 10:12 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Panchami ,11:32 AM,None,None,Nakshatra - Mula ,6:36 PM,None,None,Yoga - Shiva ,12:41 AM,None,None,Karana - Taitila ,11:32 AM,"Karana - Garaja """,12:04AM,None,None,Sunsign - Mesha,Moonsign - Dhanu,Rahu Kalam - 12:37 PM to 02:11 PM,Gulikai Kalam - 11:02 AM to 12:37 PM,Yamaganda - 07:53 AM to 09:28 AM,Abhijit - None,Dur Muhurtam - 12:12 PM to 01:02 PM,"Amrit Kalam -11:51 AM to 01:32 PMVyam - 04:55 PM to 06:36 PMVarjyam - 05:01 AM, Apr 25 to 06:45 AM, Apr 25",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),0f5946eceee429c75a0e8e8230713492@ical.drikpanchang.com,,,,
"Chaitra, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",04/25/2019,04/26/2019,6:18 AM,6:55 PM,"Moonrise - 12:35 AM, Apr 26",Moonset - 11:03 AMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Shashthi ,12:46 PM,None,None,Nakshatra - Purva Ashadha ,8:38 PM,None,None,Yoga - Siddha ,12:56 AM,None,None,Karana - Vanija ,12:46 PM,Karana - Vishti ,1:39 AM,None,None,Sunsign - Mesha,"Moonsign - Dhanu upto 03:15 AM, Apr 26",Rahu Kalam - 02:11 PM to 03:46 PM,Gulikai Kalam - 09:27 AMto 11:02 AM,Yamaganda - 06:18 AM to 07:53 AM,Abhijit - 12:11 PM to 01:02 PM,Dur Muhurtam - 10:30 AM to 11:21 AM,Dur Muhurtam - 03:33 PM to 04:24 PM,"Amrit Kalam - 03:26 PM to 05:10 PMVarjyam - 05:31 AM, Apr 26 to 07:17 AM, Apr 26",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),e33316ac4b451fc9be03c0653f5ff280@ical.drikpanchang.com,,,
"Chaitra, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",04/26/2019,04/27/2019,6:18 AM,6:55 PM,"Moonrise - 01:21 AM, Apr 27",Moonset - 11:55 AMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Saptami ,2:40 PM,None,None,Nakshatra - Uttara Ashadha ,11:15 PM,None,None,Yoga - Sadhya ,1:36 AM,None,None,Karana - Bava ,2:40 PM,Karana - Balava ,3:48 AM,None,None,Sunsign - Mesha,Moonsign - Makara,Rahu Kalam - 11:02 AM to 12:36 PM,Gulikai Kalam - 07:52 AM to 09:27 AM,Yamaganda - 03:46 PM to 05:21 PM,Abhijit - 12:11 PM to 01:02 PM,Dur Muhurtam - 08:49 AM to 09:40 AM,Dur Muhurtam - 01:02 PM to 01:52 PM,"Amrit Kalam - 04:09 PM to 05:56 PMVarjyam - 03:45 AM, Apr 27 to 05:33 AM, Apr 27",Day Festivals and Events - Kalashtami,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),618cf8558f728654339517d625d9c702@ical.drikpanchang.com,,
"Chaitra, Ashtami Krishna Paksha, 1941 Vikari Shaka Samvata",04/27/2019,04/28/2019,6:17 AM,6:56 PM,"Moonrise - 02:04 AM, Apr 28",Moonset - 12:46 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Ashtami ,5:01 PM,None,None,Nakshatra - Shravana ,2:13 AM,None,None,Yoga - Shubha ,2:32 AM,None,None,Karana - Kaulava ,5:01 PM,Karana - Taitila ,Full Night,None,None,Sunsign - Mesha,"Moonsign - Makara""",Rahu Kalam - 09:27 AM to 11:01 AM,Gulikai Kalam - 06:17 AM to 07:52 AM,Yamaganda - 02:11 PM to 03:46 PM,Abhijit - 12:11 PM to 01:02 PM,Dur Muhurtam - 06:17 AM to 07:07 AM,Dur Muhurtam - 07:07 AM to 07:58 AM,Amrit Kalam - 02:32 PM to 04:20 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),c5ae8ab7c7b980b3a50c4855aca43c1f@ical.drikpanchang.com,,,,
"Chaitra, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",04/28/2019,04/29/2019,6:16 AM,6:56 PM,"Moonrise - 02:44 AM, Apr 29",Moonset - 01:36 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Navami ,7:34 PM,None,None,Nakshatra - Dhanishtha ,5:19 AM,None,None,Yoga - Shukla ,3:34 AM,None,None,Karana - Taitila ,6:17 AM,Karana - Garaja ,7:34 PM,None,None,Sunsign - Mesha,"Moonsign - Makara upto 03:46 PM""",Rahu Kalam - 05:21 PM to 06:56 PM,Gulikai Kalam - 03:46 PM to 05:21 PM,Yamaganda - 12:36 PM to 02:11 PM,Abhijit - 12:11 PM to 01:01 PM,Dur Muhurtam - 05:15 PM to 06:05 PM,Amrit Kalam - 05:34 PM to 07:23 PMVarjyam- 06:44 AM to 08:33 AM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),8a3d4883559dd1edb7a27ac462c8eb4f@ical.drikpanchang.com,,,,,
"Chaitra, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",04/29/2019,04/30/2019,6:16 AM,6:56 PM,"Moonrise - 03:22 AM, Apr 30",Moonset - 02:26 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Dashami ,10:04 PM,None,None,Nakshatra - Shatabhisha ,Full Night,None,None,Yoga - Brahma ,4:30 AM,None,None,Karana - Vanija ,8:50 AM,Karana - Vishti ,10:04 PM,None,None,Sunsign - Mesha,Moonsign - Kumbha,Rahu Kalam - 07:51 AM to 09:26 AM,Gulikai Kalam - 02:11 PM to 03:46 PM,Yamaganda - 11:01 AM to 12:36 PM,Abhijit - 12:11 PM to 01:01 PM,Dur Muhurtam - 01:01 PM to01:52 PM,Dur Muhurtam - 03:33 PM to 04:24 PM,"Amrit Kalam - 12:10 AM, Apr 30 to 01:58 AM, Apr 30Varjyam - 01:24 PM to 03:11 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),81d4ecf394e60bb83162d4b4c7d5790b@ical.drikpanchang.com,,,
"Chaitra, Ekadashi Krishna Paksha, 1941 Vikari Shaka Samvata",04/30/2019,05/01/19,6:15 AM,6:57 PM,"Moonrise - 03:58 AM, May 01",Moonset - 03:15 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Ekadashi ,12:18 AM,None,None,Nakshatra - Shatabhisha ,8:16 AM,None,None,Yoga - Indra ,5:11 AM,None,None,Karana - Bava ,11:14 AM,Karana - Balava ,12:18 AM,None,None,Sunsign - Mesha,"Moonsign - Kumbha upto 04:16 AM, May 01",Rahu Kalam - 03:46 PM to 05:21 PM,Gulikai Kalam - 12:36 PM to 02:11 PM,Yamaganda - 09:25 AM to 11:01 AM,Abhijit - 12:10 PMto 01:01 PM,Dur Muhurtam - 08:47 AM to 09:38 AM,"Dur Muhurtam - 11:28 PMto 12:13 AM, May 01","Amrit Kalam - 02:00 AM, May 01 to 03:47 AM, May 01Varjyam - 03:22 PM to 05:08 PM",Day Festivals and Events - Varuthini Ekadashi goo.gl/r7FfDoVallabhacharya Jayanti goo.gl/nf3bjs,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),a90ab4d8b4b5a116e01caa51f96b4d82@ical.drikpanchang.com,,
"Chaitra, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",05/01/19,05/02/19,6:14 AM,6:57 PM,"Moonrise - 04:34 AM, May 02",Moonset - 04:04 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Dwadashi ,2:05 AM,None,None,Nakshatra - Purva Bhadrapada ,10:53 AM,None,None,Yoga - Vaidhriti ,5:32 AM,None,None,Karana - Kaulava ,1:15 PM,Karana - Taitila ,2:05 AM,None,None,Sunsign - Mesha,"Moonsign- Meena""",Rahu Kalam - 12:36 PM to 02:11 PM,Gulikai Kalam - 11:00 AM to 12:36 PM,Yamaganda - 07:50 AM to 09:25 AM,Abhijit - None,Dur Muhurtam - 12:10 PM to 01:01 PMVarjyam - 09:21 PM to 11:05 PM,Day Festivals and Events - Varuthini Ekadashi Parana goo.gl/r7FfDo,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),548ff1c2138828d8d1a2b5761805557d@ical.drikpanchang.com,,,,,
"Chaitra, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",05/02/19,05/03/19,6:14 AM,6:57 PM,"Moonrise - 05:11 AM, May 03",Moonset - 04:54 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Trayodashi ,3:21 AM,None,None,Nakshatra - Uttara Bhadrapada upto0,1:03 PM,None,None,Yoga - Vishkambha ,5:28 AM,None,None,Karana - Garaja ,2:47 PM,Karana - Vanija ,3:21 AM,None,None,Sunsign - Mesha,Moonsign - Meena,Rahu Kalam - 02:11 PM to 03:46 PM,Gulikai Kalam - 09:25 AM to 11:00 AM,Yamaganda - 06:14 AM to 07:49 AM,Abhijit - 12:10 PM to 01:01 PM,Dur Muhurtam - 10:28 AM to 11:19 AM,Dur Muhurtam - 03:34 PM to 04:25 PM,"Amrit Kalam - 07:49 AM to 09:33 AMVarjyam - 01:52 AM, May 03 to 03:34AM, May 03",Day Festivals and Events - Pradosh Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),c77389d101de47d0c4de05287a6ce13a@ical.drikpanchang.com,,
"Chaitra, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",05/03/19,05/04/19,6:13 AM,6:58 PM,"Moonrise - 05:48 AM, May 04",Moonset - 05:44 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - ChaitraPurnimanta Month - Vaishakha,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Chaturdashi ,4:04 AM,None,None,Nakshatra - Revati ,2:41 PM,None,None,Yoga - Priti ,4:59 AM,None,None,Karana - Vishti ,3:46 PM,Karana - Shakuni ,4:04 AM,None,None,Sunsign - Mesha,"Moonsign - Meena upto 02:41 PM""",Rahu Kalam - 11:00 AM to 12:35 PM,Gulikai Kalam - 07:49 AM to 09:24 AM,Yamaganda - 03:47 PM to 05:22 PM,Abhijit - 12:10 PM to 01:01 PM,Dur Muhurtam - 08:46 AM to 09:37 AM,Dur Muhurtam - 01:01 PM to 01:52 PM,Amrit Kalam - 12:07 PM to 01:50 PM,Day Festivals and Events - MasikShivaratri,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),4034cf731155c6d86998908703bc0b5b@ical.drikpanchang.com,,,
